119,71,85,105,48,0,1,0
117,61,72,71,60,0,2,0
78,65,88,68,40,0,1,1
103,93,73,130,54,0,0,1
76,75,80,128,42,0,1,0
94,94,79,137,64,1,1,1
100,64,83,89,59,0,0,0
112,94,62,90,40,1,2,1
77,53,73,97,45,1,2,0
89,52,61,51,64,1,0,0
111,70,84,75,48,0,0,1
108,50,85,61,60,0,1,1
104,88,86,97,63,1,1,1
114,75,98,66,58,0,2,1
85,57,100,54,43,0,2,0
82,79,70,137,51,0,2,0
103,68,99,138,65,0,0,0
89,76,77,84,58,0,1,1
92,76,87,54,63,1,2,0
110,80,72,63,52,1,0,0
82,98,61,139,64,0,1,0
103,68,76,127,64,0,1,1
99,54,66,104,40,0,0,1
119,58,87,119,61,0,1,1
92,79,63,54,57,0,1,0
82,89,94,79,55,1,1,1
114,86,92,92,65,1,2,0
108,92,75,126,42,0,0,0
78,60,79,73,40,0,2,0
115,82,65,124,64,0,1,0
92,57,69,138,60,0,0,1
112,58,88,92,52,1,0,1
103,90,65,90,63,1,0,1
84,77,79,135,58,0,0,1
118,65,80,64,47,0,2,1
88,78,88,134,53,1,2,0
106,72,78,132,54,0,0,0
119,89,73,112,57,0,0,1
93,82,81,129,47,0,0,1
107,83,78,58,50,1,1,0
89,72,79,52,53,1,0,1
109,68,69,121,50,0,1,0
88,80,64,94,42,0,2,0
88,50,80,122,54,1,0,0
83,57,76,109,65,0,1,1
80,52,86,89,42,0,1,0
98,98,68,94,48,0,0,1
111,75,100,134,57,1,2,1
115,83,68,133,46,0,0,1
81,98,90,62,53,1,0,1
99,80,99,87,64,1,0,1
79,93,81,108,45,0,2,0
93,52,92,117,43,0,0,1
81,51,77,80,61,1,0,1
94,56,87,92,49,0,1,1
98,91,74,104,41,0,1,0
112,99,65,123,51,0,2,0
100,81,63,121,47,0,0,1
82,96,100,53,57,1,0,0
98,97,71,117,56,0,2,1
85,73,87,140,59,0,1,1
90,71,90,78,48,1,1,0
78,81,92,129,50,0,2,0
120,53,96,68,58,0,0,0
120,99,94,101,56,1,0,1
80,63,69,101,42,0,2,1
78,92,79,82,48,0,2,1
94,84,84,116,42,1,2,0
83,71,61,50,44,1,1,0
109,71,73,117,42,1,0,0
85,81,64,79,59,0,1,0
110,54,98,135,57,0,0,1
96,73,77,111,53,0,1,0
103,52,69,130,56,1,0,0
80,54,60,79,44,0,2,1
112,78,88,127,65,1,0,0
88,59,70,70,60,0,2,0
104,93,89,82,59,0,1,0
78,63,84,113,47,0,2,1
85,77,76,122,47,1,0,0
119,75,77,77,51,1,1,0
93,51,97,106,42,0,1,0
114,78,88,102,60,1,1,0
114,63,62,73,53,1,1,1
116,85,86,53,59,1,2,1
90,86,64,134,51,0,0,0
94,88,71,107,46,0,0,0
103,95,83,50,57,0,0,1
115,61,67,76,53,0,2,1
93,91,91,120,40,1,2,0
111,56,64,125,58,1,0,0
82,59,70,135,62,0,1,1
101,70,79,116,57,0,2,1
83,93,98,119,47,0,1,0
89,55,63,64,64,1,2,1
86,53,61,139,51,0,2,1
96,55,93,92,65,0,1,1
109,79,91,116,54,1,2,0
85,84,91,100,49,0,1,1
76,86,79,138,55,1,0,0
107,63,81,55,62,1,0,0
94,63,61,96,51,1,2,0
79,63,82,90,42,0,1,1
103,81,68,128,46,0,2,1
78,54,74,71,48,0,0,0
91,94,62,129,56,0,0,0
118,88,93,63,53,0,0,0
98,72,70,132,64,0,2,1
106,82,87,139,62,1,1,1
76,67,98,120,46,0,1,1
112,69,71,66,53,0,2,0
107,50,66,60,51,0,0,0
92,50,95,122,40,0,1,0
119,67,95,119,56,1,0,1
85,99,94,138,52,0,2,1
90,52,96,120,52,1,1,1
107,75,67,109,58,0,2,1
102,89,81,107,54,1,0,1
107,80,90,88,61,1,1,1
117,99,93,69,41,0,0,0
78,74,78,65,48,1,1,1
82,80,64,113,59,0,2,1
108,81,73,87,57,0,2,0
76,81,88,140,58,1,2,0
119,74,89,89,42,0,0,1
78,73,88,127,43,0,2,0
114,70,98,101,55,0,0,0
94,71,100,88,49,1,2,1
78,51,90,79,59,0,2,0
90,56,98,77,61,0,0,0
117,67,77,75,43,0,1,1
105,65,83,73,58,0,1,0
91,67,66,99,49,0,1,0
105,80,83,75,48,1,0,0
111,78,97,120,55,1,2,0
105,86,70,76,58,1,1,1
110,61,80,71,49,0,0,0
111,87,95,76,57,0,2,1
107,50,92,118,63,1,1,0
120,63,79,75,61,0,2,0
91,74,90,108,58,1,2,0
106,61,67,99,61,0,1,1
108,85,89,91,42,0,2,1
106,72,74,123,49,0,0,0
98,72,86,115,51,1,0,1
114,82,61,89,53,0,2,0
112,73,88,115,46,1,0,0
76,58,92,135,59,0,0,0
91,81,66,63,53,0,2,0
75,75,67,97,59,1,2,1
111,90,63,55,58,0,1,0
117,79,98,90,44,1,0,1
101,96,86,107,48,0,1,1
98,56,75,70,54,0,1,1
81,82,80,102,65,0,0,0
108,99,73,91,54,0,2,0
99,51,74,52,47,0,2,1
120,55,66,58,60,0,2,1
105,75,99,95,48,1,2,0
92,97,99,55,50,0,2,0
81,64,78,126,46,0,0,0
103,57,88,105,59,1,0,1
97,58,99,90,59,1,2,0
83,89,65,97,47,0,2,0
108,95,78,132,53,0,1,0
111,55,98,66,63,1,2,1
101,94,71,61,62,1,2,0
100,74,98,126,59,1,0,0
95,91,73,59,47,1,2,1
116,55,91,95,44,1,0,1
80,69,64,116,50,1,1,1
115,59,72,132,42,0,1,0
99,51,77,114,60,1,0,0
80,84,95,76,42,1,1,1
103,93,97,98,64,1,1,0
105,80,95,138,61,1,2,1
120,68,86,76,52,0,2,0
92,54,61,108,52,1,2,1
120,56,79,115,54,1,2,0
98,90,64,102,48,0,1,1
88,57,94,115,52,0,0,1
79,53,94,135,61,1,2,1
92,80,83,81,48,0,2,0
116,77,96,99,43,0,2,0
85,80,62,110,57,1,1,1
90,53,88,99,58,1,0,1
88,77,88,79,41,1,0,1
103,76,83,66,49,1,1,0
102,67,62,99,40,1,1,0
110,63,80,81,58,1,0,0
81,84,98,138,60,1,0,1
88,78,68,112,62,0,0,1
116,63,85,84,49,1,0,0
107,75,73,137,40,1,1,1
95,99,100,93,55,1,0,1
103,52,92,112,48,1,1,0
96,86,92,106,46,1,1,0
86,54,79,55,53,0,0,0
92,96,99,79,45,1,0,0
91,66,68,50,52,0,2,1
99,82,70,108,55,0,2,1
99,70,66,72,57,0,1,0
96,50,95,107,42,1,2,0
102,82,80,68,60,0,0,1
108,60,96,140,65,1,0,1
95,67,90,104,58,1,1,1
92,88,67,80,40,1,0,1
108,82,71,137,40,1,0,0
97,77,64,136,58,0,1,1
86,84,61,92,42,1,1,1
76,100,76,127,60,0,2,0
110,52,85,97,62,1,1,0
95,59,77,133,43,1,2,1
118,83,93,66,65,1,0,1
80,51,72,96,41,0,2,1
89,66,85,55,47,0,1,1
77,81,95,114,64,0,1,1
81,74,85,117,60,1,2,1
110,79,88,127,57,1,2,0
115,83,65,86,43,0,2,1
78,78,86,119,41,1,2,0
97,87,100,75,40,0,1,1
80,85,93,86,56,1,2,0
86,59,72,66,62,0,2,1
87,98,93,85,40,0,0,1
120,66,71,67,61,1,1,0
83,63,64,77,58,1,2,0
97,57,93,77,47,1,0,0
111,51,70,116,59,0,2,1
78,76,84,100,63,0,0,0
98,52,61,114,53,0,0,0
93,100,83,55,54,1,0,0
100,69,70,130,46,1,2,1
92,86,64,122,51,0,0,0
75,77,96,65,51,0,2,0
88,64,97,54,44,0,1,0
97,82,60,132,41,0,0,1
120,90,95,102,53,0,1,1
85,62,81,114,46,1,0,1
100,76,91,128,50,1,1,1
90,58,75,58,45,0,0,0
113,71,86,130,49,1,0,1
90,56,86,65,56,0,1,0
76,75,74,100,53,0,0,1
101,56,73,91,51,1,2,1
99,72,82,82,57,0,1,1
102,58,78,135,50,0,1,0
90,92,97,120,59,1,1,0
78,79,78,112,49,1,0,1
88,83,96,74,45,1,1,1
78,92,79,74,62,1,0,1
109,82,68,81,44,1,0,1
95,90,88,124,64,0,2,1
112,66,68,115,53,1,0,1
98,88,95,55,61,0,2,1
101,98,75,84,50,1,1,1
99,89,69,102,43,0,2,0
103,90,68,55,44,0,1,0
102,54,88,119,48,1,2,0
118,75,82,132,52,0,2,1
88,57,77,121,40,0,0,1
82,50,60,121,40,0,0,0
93,66,87,91,45,0,1,0
97,53,62,53,61,1,2,1
106,97,63,122,49,0,1,0
109,66,85,67,49,1,0,1
75,85,66,74,44,1,1,0
119,90,87,106,57,0,0,0
95,52,77,84,40,0,1,1
120,86,77,134,65,0,2,0
79,50,86,111,60,1,1,1
81,66,69,88,52,0,2,1
81,60,89,130,48,0,2,1
113,74,79,76,52,1,2,1
97,67,99,78,58,0,1,1
100,95,89,104,59,1,2,0
75,91,84,137,58,1,1,0
99,83,65,73,54,1,0,1
103,76,97,86,64,1,1,0
94,64,93,53,64,1,0,1
102,87,70,96,49,0,2,1
118,71,61,103,55,0,0,0
96,67,84,122,46,1,1,0
97,87,93,90,54,0,1,1
115,91,99,106,42,1,2,1
120,76,89,77,47,0,2,1
95,98,71,92,54,1,2,0
115,92,88,75,44,1,0,1
115,89,90,111,58,1,1,1
85,59,86,111,43,0,0,1
100,71,100,102,41,0,2,0
113,59,79,56,48,0,1,0
112,56,85,77,55,0,2,1
116,62,95,82,43,1,2,0
104,77,76,110,44,0,2,1
86,66,76,62,49,1,0,0
120,70,99,84,60,0,1,0
79,91,95,75,63,1,0,1
113,67,80,94,51,1,1,0
91,71,64,88,63,1,2,1
108,93,83,131,60,0,1,0
86,80,88,98,45,1,2,1
110,88,62,139,51,0,0,1
103,91,94,67,61,1,2,1
111,66,82,76,44,1,2,1
86,73,86,124,51,0,2,0
81,59,85,100,62,0,0,1
115,89,85,93,57,1,1,1
82,59,71,101,41,0,0,0
100,75,76,70,62,0,1,0
95,54,64,113,47,1,1,1
94,92,78,126,49,1,0,0
79,75,60,108,40,0,0,1
105,95,73,80,47,1,0,0
88,64,60,77,51,1,1,1
78,65,86,109,42,1,1,0
108,69,81,124,47,1,1,0
114,80,84,67,64,1,1,1
76,73,89,140,56,1,2,0
77,92,66,120,43,1,1,1
94,100,100,108,59,0,2,1
107,58,98,88,42,1,0,1
114,52,89,137,49,1,2,1
96,55,76,64,58,1,1,0
111,92,76,110,42,1,1,0
109,73,94,108,45,0,2,1
84,57,77,50,57,1,1,1
111,55,94,61,64,0,2,1
76,83,91,70,49,0,1,0
117,69,71,131,61,1,2,1
118,95,68,85,50,1,2,0
111,63,67,52,53,0,1,1
97,99,64,73,59,0,1,0
88,50,83,120,59,1,1,1
95,71,94,105,62,1,0,1
119,54,66,61,58,0,1,0
107,79,67,105,60,1,1,1
111,59,95,79,58,1,0,1
83,67,81,62,59,0,2,0
111,84,79,138,41,0,2,0
113,65,70,123,60,1,0,1
81,52,70,137,56,1,1,0
88,60,78,59,49,1,1,1
105,69,95,108,60,0,0,0
115,71,91,67,65,0,0,1
112,67,85,73,50,1,1,1
103,76,98,119,58,0,1,1
113,91,64,117,40,0,2,0
102,70,98,71,45,0,2,0
98,84,63,50,58,1,1,0
77,88,72,79,50,0,2,0
108,94,63,55,57,1,0,0
82,100,91,67,61,0,0,0
88,69,69,87,44,0,0,0
116,79,94,56,41,1,2,1
81,86,67,105,59,0,1,1
78,73,71,118,51,0,2,0
87,61,68,88,49,1,0,1
80,91,76,85,62,1,2,0
102,64,75,84,64,1,1,1
84,72,100,133,58,0,1,1
101,93,75,106,43,1,0,0
114,61,82,92,56,0,0,0
97,66,61,115,58,1,2,1
118,97,97,86,49,1,2,0
115,61,63,94,62,0,1,0
120,77,93,59,50,0,1,0
115,100,95,117,65,0,1,0
116,51,78,78,60,1,0,0
104,65,80,51,42,0,0,0
109,52,93,132,62,1,2,1
111,57,76,67,61,0,0,0
117,84,75,84,63,0,1,1
119,58,93,62,64,1,0,1
112,74,64,128,42,1,0,0
84,98,100,98,40,0,2,1
84,56,60,98,59,0,0,1
109,88,98,100,61,1,1,0
88,67,88,124,46,1,2,1
81,66,100,102,56,0,1,0
83,95,63,62,51,1,2,1
102,93,61,69,40,0,1,0
108,92,79,57,56,0,2,1
117,74,65,61,59,0,0,1
101,91,85,83,44,1,1,1
111,67,93,56,54,1,0,0
103,85,95,135,55,1,0,1
119,80,80,130,42,1,1,0
92,100,92,107,59,0,0,0
102,62,66,65,40,0,2,1
76,85,100,99,47,0,2,1
102,69,90,93,62,1,2,0
