95,91,77,68,44,1,2,1
110,96,100,129,59,1,1,1
98,63,87,62,54,0,2,1
89,91,87,56,46,0,0,0
120,63,73,101,44,0,2,0
113,76,78,123,42,1,0,1
117,72,80,93,60,1,0,1
86,96,75,115,53,0,2,0
96,63,85,83,43,1,1,0
93,50,61,117,49,1,0,1
95,86,98,74,59,0,2,1
90,82,74,73,50,1,1,0
117,97,88,75,49,1,2,1
111,84,93,123,65,0,0,0
83,84,96,73,50,0,0,1
104,62,91,98,55,1,1,0
85,52,62,113,62,1,2,0
120,87,72,71,55,0,2,0
85,60,94,124,56,1,0,1
118,91,80,112,41,1,2,0
91,74,72,50,61,0,0,1
102,69,61,84,62,1,1,0
115,62,96,115,44,1,1,0
102,54,66,131,49,0,2,0
90,65,100,92,63,0,2,0
84,75,93,131,62,1,2,1
98,55,69,62,54,0,0,0
76,93,72,64,42,1,0,0
96,84,61,63,41,0,1,1
83,94,78,84,53,1,1,0
81,89,88,76,55,0,2,0
92,50,67,126,61,1,1,0
108,58,79,58,53,1,2,0
97,90,70,107,56,1,1,1
116,83,67,133,61,0,1,0
104,61,65,88,55,0,2,1
118,75,96,136,64,1,0,0
118,69,88,99,65,0,0,0
98,100,86,104,50,0,2,1
104,90,62,75,40,1,0,0
100,86,95,113,60,0,0,0
118,95,69,61,61,1,2,1
76,86,85,128,41,1,2,0
83,66,84,60,44,0,1,0
113,59,68,75,54,1,2,0
87,84,85,129,55,0,1,1
116,74,65,91,44,0,1,1
100,53,87,132,45,1,0,0
89,68,63,109,64,0,0,0
86,65,72,106,61,0,2,0
101,94,74,115,60,0,1,0
84,64,97,117,47,1,1,0
110,79,77,114,46,1,0,1
98,50,89,98,64,0,2,1
90,64,68,53,46,0,2,0
99,91,64,66,55,1,1,1
78,50,71,96,55,0,1,0
88,63,76,105,46,0,2,1
77,84,92,124,56,0,0,0
109,87,89,102,47,1,1,1
78,53,62,103,44,0,2,0
117,85,82,57,59,1,1,0
78,61,65,75,40,1,1,0
86,70,69,116,45,1,1,0
76,89,66,83,55,1,0,0
92,75,75,55,47,0,0,1
80,58,82,71,55,0,1,1
102,72,80,140,55,1,1,0
107,97,88,113,64,0,2,0
106,66,83,57,48,0,0,0
82,94,90,139,42,0,2,0
83,55,60,124,43,0,2,0
105,91,67,53,55,0,2,1
105,61,76,117,45,0,2,1
77,59,90,52,59,0,0,1
106,73,92,121,57,1,2,0
102,94,97,69,56,0,1,0
81,79,98,83,61,0,2,0
114,92,64,70,63,1,0,1
86,79,65,56,46,1,2,1
76,72,81,117,57,1,2,1
75,50,64,123,44,1,1,1
91,94,64,53,55,0,0,0
110,93,60,91,41,1,0,0
110,87,94,138,58,1,0,1
79,94,87,73,52,1,0,0
85,95,99,131,52,0,0,1
77,81,63,85,55,1,1,1
101,59,69,138,58,1,2,1
109,70,82,78,58,0,1,1
101,64,76,100,45,0,0,0
103,52,89,116,55,1,1,1
109,73,74,56,63,1,1,0
110,86,74,51,58,1,0,1
86,58,85,112,59,1,2,1
92,90,64,140,47,1,1,1
91,95,73,59,43,1,0,1
86,83,62,70,62,1,0,0
92,85,73,112,54,1,1,1
78,79,98,101,54,0,0,0
83,68,66,63,52,1,2,1
84,75,67,53,65,1,0,0
79,66,75,114,54,0,2,0
96,65,88,113,49,0,1,1
81,95,84,127,58,1,2,0
86,68,78,61,47,0,1,0
92,90,86,100,40,1,1,0
76,84,80,85,59,0,2,1
96,84,89,121,46,1,2,1
84,98,90,50,65,0,2,0
108,54,83,122,46,1,0,1
97,71,74,135,48,0,0,1
98,86,86,129,62,1,1,1
112,50,96,64,53,1,0,1
120,95,62,128,61,1,2,0
89,94,83,125,44,1,1,0
105,81,71,134,41,0,0,0
